Ticker,Sector,SubIndustry,SectorIndex
PAL,Industrials,Integrated Freight & Logistics,XLI
WOR,Industrials,Metal Fabrication,XLI
LZ,Industrials,Specialty Business Services,XLI
NSSC,Industrials,Security & Protection Services,XLI
REZI,Industrials,Industrial Distribution,XLI
PRIM,Industrials,Engineering & Construction,XLI
NX,Industrials,Building Products & Equipment,XLI
PL,Industrials,Aerospace & Defense,XLI
PAMT,Industrials,Trucking,XLI
SMR,Industrials,Specialty Industrial Machinery,XLI
PCT,Industrials,Pollution & Treatment Controls,XLI
RYI,Industrials,Metal Fabrication,XLI
GRC,Industrials,Specialty Industrial Machinery,XLI
PRLB,Industrials,Metal Fabrication,XLI
SERV,Industrials,Specialty Industrial Machinery,XLI
VVX,Industrials,Aerospace & Defense,XLI
PANL,Industrials,Marine Shipping,XLI
QUAD,Industrials,Specialty Business Services,XLI
WERN,Industrials,Trucking,XLI
RXO,Industrials,Trucking,XLI
FORR,Industrials,Consulting Services,XLI
TWI,Industrials,Farm & Heavy Construction Machinery,XLI
RCAT,Industrials,Aerospace & Defense,XLI
AZZ,Industrials,Specialty Business Services,XLI
NNE,Industrials,Specialty Industrial Machinery,XLI
OTTR,Industrials,Conglomerates,XLI
ZWS,Industrials,Pollution & Treatment Controls,XLI
SLND,Industrials,Engineering & Construction,XLI
GOGL,Industrials,Marine Shipping,XLI
TTI,Industrials,Conglomerates,XLI
RCMT,Industrials,Conglomerates,XLI
ALG,Industrials,Farm & Heavy Construction Machinery,XLI
TRN,Industrials,Railroads,XLI
PLPC,Industrials,Electrical Equipment & Parts,XLI
ULCC,Industrials,Airlines,XLI
TH,Industrials,Specialty Business Services,XLI
EXPO,Industrials,Engineering & Construction,XLI
TUSK,Industrials,Conglomerates,XLI
NVRI,Industrials,Waste Management,XLI
ALGT,Industrials,Airlines,XLI
TRC,Industrials,Conglomerates,XLI
PLUG,Industrials,Electrical Equipment & Parts,XLI
ULH,Industrials,Trucking,XLI
TG,Industrials,Metal Fabrication,XLI
EBF,Industrials,Business Equipment & Supplies,XLI
SXI,Industrials,Specialty Industrial Machinery,XLI
MEC,Industrials,Metal Fabrication,XLI
ALTG,Industrials,Rental & Leasing Services,XLI
TRNS,Industrials,Specialty Business Services,XLI
MGRC,Industrials,Rental & Leasing Services,XLI
UNF,Industrials,Specialty Business Services,XLI
SMHI,Industrials,Marine Shipping,XLI
JBLU,Industrials,Airlines,XLI
SWBI,Industrials,Aerospace & Defense,XLI
MEG,Industrials,Waste Management,XLI
CMRE,Industrials,Marine Shipping,XLI
NL,Industrials,Security & Protection Services,XLI
MG,Industrials,Security & Protection Services,XLI
GLDD,Industrials,Engineering & Construction,XLI
THR,Industrials,Specialty Industrial Machinery,XLI
JBTM,Industrials,Specialty Industrial Machinery,XLI
SWIM,Industrials,Building Products & Equipment,XLI
MYRG,Industrials,Engineering & Construction,XLI
CMPO,Industrials,Metal Fabrication,XLI
MRCY,Industrials,Aerospace & Defense,XLI
ORN,Industrials,Engineering & Construction,XLI
GHM,Industrials,Specialty Industrial Machinery,XLI
TIC,Industrials,Specialty Business Services,XLI
JELD,Industrials,Building Products & Equipment,XLI
VSTS,Industrials,Rental & Leasing Services,XLI
AEIS,Industrials,Electrical Equipment & Parts,XLI
CMPR,Industrials,Specialty Business Services,XLI
MRTN,Industrials,Trucking,XLI
FSS,Industrials,Pollution & Treatment Controls,XLI
GIC,Industrials,Industrial Distribution,XLI
NPO,Industrials,Specialty Industrial Machinery,XLI
JBI,Industrials,Building Products & Equipment,XLI
VSEC,Industrials,Aerospace & Defense,XLI
ASLE,Industrials,Airports & Air Services,XLI
CMCO,Industrials,Farm & Heavy Construction Machinery,XLI
LNN,Industrials,Farm & Heavy Construction Machinery,XLI
FSTR,Industrials,Railroads,XLI
HRI,Industrials,Rental & Leasing Services,XLI
NPWR,Industrials,Specialty Industrial Machinery,XLI
ICFI,Industrials,Consulting Services,XLI
KE,Industrials,Electrical Equipment & Parts,XLI
ARQ,Industrials,Pollution & Treatment Controls,XLI
CMDB,Industrials,Marine Shipping,XLI
LMB,Industrials,Building Products & Equipment,XLI
DNOW,Industrials,Industrial Distribution,XLI
HSHP,Industrials,Marine Shipping,XLI
NPK,Industrials,Aerospace & Defense,XLI
MOG-A,Industrials,Aerospace & Defense,XLI
KELYA,Industrials,Staffing & Employment Services,XLI
ASC,Industrials,Marine Shipping,XLI
MWA,Industrials,Specialty Industrial Machinery,XLI
JOBY,Industrials,Airports & Air Services,XLI
CTOS,Industrials,Rental & Leasing Services,XLI
HSII,Industrials,Staffing & Employment Services,XLI
MIR,Industrials,Specialty Industrial Machinery,XLI
MMS,Industrials,Specialty Business Services,XLI
KFRC,Industrials,Staffing & Employment Services,XLI
DSGR,Industrials,Industrial Distribution,XLI
MTW,Industrials,Farm & Heavy Construction Machinery,XLI
GATX,Industrials,Rental & Leasing Services,XLI
EVI,Industrials,Industrial Distribution,XLI
EOSE,Industrials,Electrical Equipment & Parts,XLI
IESC,Industrials,Engineering & Construction,XLI
CVLG,Industrials,Trucking,XLI
KFY,Industrials,Staffing & Employment Services,XLI
CBZ,Industrials,Specialty Business Services,XLI
MTRX,Industrials,Engineering & Construction,XLI
FWRD,Industrials,Integrated Freight & Logistics,XLI
EVLV,Industrials,Security & Protection Services,XLI
DLX,Industrials,Conglomerates,XLI
GTLS,Industrials,Specialty Industrial Machinery,XLI
CDRE,Industrials,Aerospace & Defense,XLI
MATW,Industrials,Conglomerates,XLI
CRAI,Industrials,Consulting Services,XLI
LUNR,Industrials,Aerospace & Defense,XLI
IIIN,Industrials,Metal Fabrication,XLI
EVEX,Industrials,Aerospace & Defense,XLI
EPAC,Industrials,Specialty Industrial Machinery,XLI
GVA,Industrials,Engineering & Construction,XLI
CECO,Industrials,Pollution & Treatment Controls,XLI
MATX,Industrials,Marine Shipping,XLI
CASS,Industrials,Specialty Business Services,XLI
LTBR,Industrials,Electrical Equipment & Parts,XLI
CIX,Industrials,Security & Protection Services,XLI
ASPN,Industrials,Building Products & Equipment,XLI
ERII,Industrials,Pollution & Treatment Controls,XLI
AIR,Industrials,Aerospace & Defense,XLI
AVAV,Industrials,Aerospace & Defense,XLI
HLMN,Industrials,Tools & Accessories,XLI
ARLO,Industrials,Building Products & Equipment,XLI
KAI,Industrials,Specialty Industrial Machinery,XLI
DCO,Industrials,Aerospace & Defense,XLI
ASTE,Industrials,Farm & Heavy Construction Machinery,XLI
LXFR,Industrials,Specialty Industrial Machinery,XLI
AIRJ,Industrials,Building Products & Equipment,XLI
BKSY,Industrials,Specialty Business Services,XLI
GFF,Industrials,Building Products & Equipment,XLI
ESOA,Industrials,Engineering & Construction,XLI
FELE,Industrials,Specialty Industrial Machinery,XLI
BBCP,Industrials,Engineering & Construction,XLI
ATKR,Industrials,Electrical Equipment & Parts,XLI
KMT,Industrials,Tools & Accessories,XLI
BOOM,Industrials,Conglomerates,XLI
BLBD,Industrials,Farm & Heavy Construction Machinery,XLI
HLIO,Industrials,Specialty Industrial Machinery,XLI
FLR,Industrials,Engineering & Construction,XLI
GBX,Industrials,Railroads,XLI
BBSI,Industrials,Staffing & Employment Services,XLI
ATLN,Industrials,Staffing & Employment Services,XLI
KODK,Industrials,Specialty Business Services,XLI
CWST,Industrials,Waste Management,XLI
BLDE,Industrials,Airports & Air Services,XLI
GENC,Industrials,Farm & Heavy Construction Machinery,XLI
FLYY,Industrials,Airlines,XLI
HI,Industrials,Specialty Industrial Machinery,XLI
ABAT,Industrials,Waste Management,XLI
BOC,Industrials,Conglomerates,XLI
HTZ,Industrials,Rental & Leasing Services,XLI
CXW,Industrials,Security & Protection Services,XLI
AGX,Industrials,Engineering & Construction,XLI
GEO,Industrials,Security & Protection Services,XLI
HURN,Industrials,Consulting Services,XLI
FA,Industrials,Specialty Business Services,XLI
ABM,Industrials,Specialty Business Services,XLI
CSW,Industrials,Specialty Industrial Machinery,XLI
HQI,Industrials,Staffing & Employment Services,XLI
DXPE,Industrials,Industrial Distribution,XLI
ATRO,Industrials,Aerospace & Defense,XLI
ENR,Industrials,Electrical Equipment & Parts,XLI
HUBG,Industrials,Integrated Freight & Logistics,XLI
DY,Industrials,Engineering & Construction,XLI
HTLD,Industrials,Trucking,XLI
ENS,Industrials,Electrical Equipment & Parts,XLI
GMS,Industrials,Building Products & Equipment,XLI
CYRX,Industrials,Integrated Freight & Logistics,XLI
ACTG,Industrials,Business Equipment & Supplies,XLI
EML,Industrials,Tools & Accessories,XLI
GNK,Industrials,Marine Shipping,XLI
ENVX,Industrials,Electrical Equipment & Parts,XLI
ACCO,Industrials,Business Equipment & Supplies,XLI
FIP,Industrials,Conglomerates,XLI
HY,Industrials,Farm & Heavy Construction Machinery,XLI
AMPX,Industrials,Electrical Equipment & Parts,XLI
ACA,Industrials,Engineering & Construction,XLI
AMSC,Industrials,Specialty Industrial Machinery,XLI
KTOS,Industrials,Aerospace & Defense,XLI
AMRC,Industrials,Engineering & Construction,XLI
ACHR,Industrials,Aerospace & Defense,XLI
ARCB,Industrials,Trucking,XLI
APOG,Industrials,Building Products & Equipment,XLI
BCO,Industrials,Security & Protection Services,XLI
BE,Industrials,Electrical Equipment & Parts,XLI
BYRN,Industrials,Aerospace & Defense,XLI
CODI,Industrials,Conglomerates,XLI
BV,Industrials,Specialty Business Services,XLI
BEEP,Industrials,Infrastructure Operations,XLI
BWMN,Industrials,Engineering & Construction,XLI
BXC,Industrials,Industrial Distribution,XLI
LTC,Real Estate,REIT - Healthcare Facilities,XLRE
ABR,Real Estate,REIT - Mortgage,XLRE
CSR,Real Estate,REIT - Residential,XLRE
KW,Real Estate,Real Estate Services,XLRE
DX,Real Estate,REIT - Mortgage,XLRE
AHH,Real Estate,REIT - Diversified,XLRE
BFS,Real Estate,REIT - Retail,XLRE
BXMT,Real Estate,REIT - Mortgage,XLRE
ILPT,Real Estate,REIT - Industrial,XLRE
AAT,Real Estate,REIT - Diversified,XLRE
BNL,Real Estate,REIT - Diversified,XLRE
MDV,Real Estate,REIT - Industrial,XLRE
CWK,Real Estate,Real Estate Services,XLRE
AHR,Real Estate,REIT - Healthcare Facilities,XLRE
BHR,Real Estate,REIT - Hotel & Motel,XLRE
BDN,Real Estate,REIT - Office,XLRE
NYMT,Real Estate,REIT - Mortgage,XLRE
AOMR,Real Estate,REIT - Mortgage,XLRE
FRPH,Real Estate,Real Estate Services,XLRE
IRT,Real Estate,REIT - Residential,XLRE
CIM,Real Estate,REIT - Mortgage,XLRE
CDP,Real Estate,REIT - Office,XLRE
DHC,Real Estate,REIT - Healthcare Facilities,XLRE
COMP,Real Estate,Real Estate Services,XLRE
CMTG,Real Estate,REIT - Mortgage,XLRE
APLE,Real Estate,REIT - Hotel & Motel,XLRE
CTRE,Real Estate,REIT - Healthcare Facilities,XLRE
KREF,Real Estate,REIT - Mortgage,XLRE
CHCT,Real Estate,REIT - Healthcare Facilities,XLRE
CCS,Real Estate,Real Estate - Development,XLRE
HOUS,Real Estate,Real Estate Services,XLRE
ARI,Real Estate,REIT - Mortgage,XLRE
EFC,Real Estate,REIT - Mortgage,XLRE
ELME,Real Estate,REIT - Residential,XLRE
CTO,Real Estate,REIT - Diversified,XLRE
KRG,Real Estate,REIT - Retail,XLRE
BRSP,Real Estate,REIT - Mortgage,XLRE
CURB,Real Estate,REIT - Retail,XLRE
INN,Real Estate,REIT - Hotel & Motel,XLRE
ACR,Real Estate,REIT - Mortgage,XLRE
DEI,Real Estate,REIT - Office,XLRE
CLPR,Real Estate,REIT - Residential,XLRE
DOUG,Real Estate,Real Estate Services,XLRE
GNL,Real Estate,REIT - Diversified,XLRE
AKR,Real Estate,REIT - Retail,XLRE
MMI,Real Estate,Real Estate Services,XLRE
VRE,Real Estate,REIT - Residential,XLRE
ACRE,Real Estate,REIT - Mortgage,XLRE
ALX,Real Estate,REIT - Retail,XLRE
CIO,Real Estate,REIT - Office,XLRE
DRH,Real Estate,REIT - Hotel & Motel,XLRE
GMRE,Real Estate,REIT - Healthcare Facilities,XLRE
AIV,Real Estate,REIT - Residential,XLRE
FOR,Real Estate,Real Estate - Development,XLRE
SHO,Real Estate,REIT - Hotel & Motel,XLRE
LXP,Real Estate,REIT - Industrial,XLRE
ALEX,Real Estate,REIT - Retail,XLRE
CLDT,Real Estate,REIT - Hotel & Motel,XLRE
FPI,Real Estate,REIT - Specialty,XLRE
ESRT,Real Estate,REIT - Diversified,XLRE
GTY,Real Estate,REIT - Retail,XLRE
EXPI,Real Estate,Real Estate Services,XLRE
SILA,Real Estate,REIT - Healthcare Facilities,XLRE
EPRT,Real Estate,REIT - Retail,XLRE
BRT,Real Estate,REIT - Residential,XLRE
DEA,Real Estate,REIT - Office,XLRE
FSP,Real Estate,REIT - Office,XLRE
CBL,Real Estate,REIT - Retail,XLRE
FBRT,Real Estate,REIT - Mortgage,XLRE
GOOD,Real Estate,REIT - Diversified,XLRE
TWO,Real Estate,REIT - Mortgage,XLRE
HPP,Real Estate,REIT - Office,XLRE
PKST,Real Estate,REIT - Office,XLRE
FVR,Real Estate,REIT - Diversified,XLRE
IVR,Real Estate,REIT - Mortgage,XLRE
ARR,Real Estate,REIT - Mortgage,XLRE
LFT,Real Estate,REIT - Mortgage,XLRE
SEG,Real Estate,Real Estate Services,XLRE
RHP,Real Estate,REIT - Hotel & Motel,XLRE
UMH,Real Estate,REIT - Residential,XLRE
PINE,Real Estate,REIT - Retail,XLRE
FCPT,Real Estate,REIT - Retail,XLRE
IVT,Real Estate,REIT - Retail,XLRE
AFCG,Real Estate,REIT - Mortgage,XLRE
JBGS,Real Estate,REIT - Office,XLRE
STRS,Real Estate,Real Estate - Diversified,XLRE
RLJ,Real Estate,REIT - Hotel & Motel,XLRE
UNIT,Real Estate,REIT - Specialty,XLRE
SBRA,Real Estate,REIT - Healthcare Facilities,XLRE
JOE,Real Estate,Real Estate - Diversified,XLRE
LADR,Real Estate,REIT - Mortgage,XLRE
ARL,Real Estate,Real Estate Services,XLRE
MITT,Real Estate,REIT - Mortgage,XLRE
SUNS,Real Estate,REIT - Mortgage,XLRE
RMAX,Real Estate,Real Estate Services,XLRE
PDM,Real Estate,REIT - Office,XLRE
SAFE,Real Estate,REIT - Diversified,XLRE
IIPR,Real Estate,REIT - Industrial,XLRE
LAND,Real Estate,REIT - Specialty,XLRE
NXDT,Real Estate,REIT - Diversified,XLRE
MLP,Real Estate,Real Estate Services,XLRE
STRW,Real Estate,REIT - Healthcare Facilities,XLRE
OLP,Real Estate,REIT - Diversified,XLRE
NTST,Real Estate,REIT - Retail,XLRE
UE,Real Estate,REIT - Retail,XLRE
LPA,Real Estate,Real Estate - Development,XLRE
NHI,Real Estate,REIT - Healthcare Facilities,XLRE
NXRT,Real Estate,REIT - Residential,XLRE
SMA,Real Estate,REIT - Industrial,XLRE
SVC,Real Estate,REIT - Hotel & Motel,XLRE
MFA,Real Estate,REIT - Mortgage,XLRE
MAC,Real Estate,REIT - Retail,XLRE
TCI,Real Estate,Real Estate Services,XLRE
NLOP,Real Estate,REIT - Office,XLRE
PLYM,Real Estate,REIT - Industrial,XLRE
RC,Real Estate,REIT - Mortgage,XLRE
NREF,Real Estate,REIT - Mortgage,XLRE
ORC,Real Estate,REIT - Mortgage,XLRE
PMT,Real Estate,REIT - Mortgage,XLRE
RPT,Real Estate,REIT - Mortgage,XLRE
PCH,Real Estate,REIT - Specialty,XLRE
TRNO,Real Estate,REIT - Industrial,XLRE
OUT,Real Estate,REIT - Specialty,XLRE
SEVN,Real Estate,REIT - Mortgage,XLRE
RWT,Real Estate,REIT - Mortgage,XLRE
XHR,Real Estate,REIT - Hotel & Motel,XLRE
WSR,Real Estate,REIT - Retail,XLRE
PEB,Real Estate,REIT - Hotel & Motel,XLRE
TRTX,Real Estate,REIT - Mortgage,XLRE
REAX,Real Estate,Real Estate Services,XLRE
NMRK,Real Estate,Real Estate Services,XLRE
PECO,Real Estate,REIT - Retail,XLRE
PSTL,Real Estate,REIT - Office,XLRE
REFI,Real Estate,REIT - Mortgage,XLRE
RMR,Real Estate,Real Estate Services,XLRE
UHT,Real Estate,REIT - Healthcare Facilities,XLRE
SITC,Real Estate,REIT - Retail,XLRE
PGRE,Real Estate,REIT - Office,XLRE
SKT,Real Estate,REIT - Retail,XLRE
SKYH,Real Estate,Real Estate - Development,XLRE
SLG,Real Estate,REIT - Office,XLRE
SONO,Technology,Consumer Electronics,XLK
UIS,Technology,Information Technology Services,XLK
PRGS,Technology,Software - Infrastructure,XLK
POWI,Technology,Semiconductors,XLK
RXT,Technology,Software - Infrastructure,XLK
PGY,Technology,Software - Infrastructure,XLK
OUST,Technology,Electronic Components,XLK
SSTI,Technology,Software - Application,XLK
SOUN,Technology,Software - Application,XLK
SPNS,Technology,Software - Application,XLK
OLO,Technology,Software - Application,XLK
PRCH,Technology,Software - Application,XLK
RUN,Technology,Solar,XLK
RBBN,Technology,Software - Application,XLK
PLUS,Technology,Software - Application,XLK
TRAK,Technology,Software - Application,XLK
TBCH,Technology,Consumer Electronics,XLK
SPSC,Technology,Software - Application,XLK
SHLS,Technology,Solar,XLK
RELL,Technology,Electronic Components,XLK
PUBM,Technology,Software - Application,XLK
RDVT,Technology,Software - Application,XLK
PLXS,Technology,Electronic Components,XLK
SKYT,Technology,Semiconductors,XLK
UCTT,Technology,Semiconductor Equipment & Materials,XLK
SPT,Technology,Software - Application,XLK
PSFE,Technology,Software - Infrastructure,XLK
RELY,Technology,Software - Infrastructure,XLK
QBTS,Technology,Computer Hardware,XLK
NXT,Technology,Solar,XLK
QUBT,Technology,Computer Hardware,XLK
SLAB,Technology,Semiconductors,XLK
VTEX,Technology,Software - Application,XLK
TCX,Technology,Software - Infrastructure,XLK
RGTI,Technology,Computer Hardware,XLK
ONTF,Technology,Software - Application,XLK
NSIT,Technology,Electronics & Computer Distribution,XLK
NVTS,Technology,Semiconductors,XLK
RAMP,Technology,Software - Infrastructure,XLK
SITM,Technology,Semiconductors,XLK
VUZI,Technology,Consumer Electronics,XLK
PENG,Technology,Information Technology Services,XLK
PRO,Technology,Software - Application,XLK
OOMA,Technology,Software - Application,XLK
NRDY,Technology,Software - Application,XLK
NVEC,Technology,Semiconductors,XLK
QTWO,Technology,Software - Application,XLK
RPAY,Technology,Software - Infrastructure,XLK
SANM,Technology,Electronic Components,XLK
QLYS,Technology,Software - Infrastructure,XLK
PRTH,Technology,Software - Infrastructure,XLK
TSSI,Technology,Information Technology Services,XLK
RZLV,Technology,Software - Infrastructure,XLK
NATL,Technology,Software - Application,XLK
SMTC,Technology,Semiconductors,XLK
RPD,Technology,Software - Infrastructure,XLK
PI,Technology,Semiconductors,XLK
NTCT,Technology,Software - Infrastructure,XLK
TTMI,Technology,Electronic Components,XLK
VMEO,Technology,Software - Application,XLK
SABR,Technology,Software - Infrastructure,XLK
NABL,Technology,Information Technology Services,XLK
SCSC,Technology,Electronics & Computer Distribution,XLK
ROG,Technology,Electronic Components,XLK
PLAB,Technology,Semiconductor Equipment & Materials,XLK
NTGR,Technology,Communication Equipment,XLK
VPG,Technology,Scientific & Technical Instruments,XLK
SEMR,Technology,Software - Application,XLK
UPBD,Technology,Software - Application,XLK
MEI,Technology,Electronic Components,XLK
VECO,Technology,Semiconductor Equipment & Materials,XLK
RMBS,Technology,Semiconductors,XLK
ZETA,Technology,Software - Infrastructure,XLK
LYTS,Technology,Electronic Components,XLK
VRNS,Technology,Software - Infrastructure,XLK
STNE,Technology,Software - Infrastructure,XLK
WK,Technology,Software - Application,XLK
MXL,Technology,Semiconductors,XLK
SNCR,Technology,Software - Infrastructure,XLK
RMNI,Technology,Software - Application,XLK
VYX,Technology,Information Technology Services,XLK
PDYN,Technology,Software - Infrastructure,XLK
VRNT,Technology,Software - Infrastructure,XLK
TTEC,Technology,Information Technology Services,XLK
WNS,Technology,Information Technology Services,XLK
SPWR,Technology,Solar,XLK
MFH,Technology,Information Technology Services,XLK
PAGS,Technology,Software - Infrastructure,XLK
BRZE,Technology,Software - Application,XLK
PDFS,Technology,Software - Application,XLK
VRRM,Technology,Information Technology Services,XLK
TTGT,Technology,Information Technology Services,XLK
WOLF,Technology,Semiconductors,XLK
TLS,Technology,Software - Infrastructure,XLK
NEON,Technology,Electronic Components,XLK
NN,Technology,Software - Infrastructure,XLK
BASE,Technology,Software - Infrastructure,XLK
PD,Technology,Software - Application,XLK
SVCO,Technology,Software - Application,XLK
XRX,Technology,Information Technology Services,XLK
MLNK,Technology,Software - Application,XLK
AEVA,Technology,Software - Infrastructure,XLK
OSIS,Technology,Electronic Components,XLK
PAR,Technology,Software - Application,XLK
BAND,Technology,Software - Infrastructure,XLK
TENB,Technology,Software - Infrastructure,XLK
SYNA,Technology,Semiconductors,XLK
XPER,Technology,Software - Application,XLK
MITK,Technology,Software - Application,XLK
AEYE,Technology,Software - Application,XLK
OSPN,Technology,Software - Infrastructure,XLK
PAYO,Technology,Software - Infrastructure,XLK
AMBA,Technology,Semiconductor Equipment & Materials,XLK
ZSPC,Technology,Computer Hardware,XLK
VSAT,Technology,Communication Equipment,XLK
FN,Technology,Electronic Components,XLK
MLAB,Technology,Scientific & Technical Instruments,XLK
AEHR,Technology,Semiconductor Equipment & Materials,XLK
LASR,Technology,Semiconductors,XLK
PAYS,Technology,Software - Infrastructure,XLK
ALKT,Technology,Software - Application,XLK
FIVN,Technology,Software - Infrastructure,XLK
VSH,Technology,Semiconductors,XLK
FORM,Technology,Semiconductor Equipment & Materials,XLK
NOVT,Technology,Scientific & Technical Instruments,XLK
ADEA,Technology,Software - Application,XLK
LAW,Technology,Software - Application,XLK
VERX,Technology,Software - Application,XLK
ALIT,Technology,Software - Application,XLK
KN,Technology,Electronic Components,XLK
YOU,Technology,Software - Application,XLK
EXTR,Technology,Communication Equipment,XLK
JAMF,Technology,Software - Application,XLK
ADTN,Technology,Communication Equipment,XLK
ITRI,Technology,Scientific & Technical Instruments,XLK
VIAV,Technology,Communication Equipment,XLK
ALMU,Technology,Semiconductors,XLK
KOPN,Technology,Electronic Components,XLK
YEXT,Technology,Software - Infrastructure,XLK
EXFY,Technology,Software - Application,XLK
IDCC,Technology,Software - Application,XLK
ARRY,Technology,Solar,XLK
IBEX,Technology,Information Technology Services,XLK
VICR,Technology,Electronic Components,XLK
ALNT,Technology,Electronic Components,XLK
IONQ,Technology,Computer Hardware,XLK
INOD,Technology,Information Technology Services,XLK
ICHR,Technology,Semiconductor Equipment & Materials,XLK
AVNW,Technology,Communication Equipment,XLK
ASGN,Technology,Information Technology Services,XLK
GRND,Technology,Software - Application,XLK
MPTI,Technology,Electronic Components,XLK
ALRM,Technology,Software - Application,XLK
KLIC,Technology,Semiconductor Equipment & Materials,XLK
INTA,Technology,Software - Application,XLK
IBTA,Technology,Software - Application,XLK
AISP,Technology,Software - Infrastructure,XLK
ASAN,Technology,Software - Application,XLK
DOMO,Technology,Software - Application,XLK
MQ,Technology,Software - Infrastructure,XLK
DFIN,Technology,Software - Application,XLK
KLTR,Technology,Software - Application,XLK
INSG,Technology,Communication Equipment,XLK
LIF,Technology,Software - Application,XLK
AIOT,Technology,Software - Infrastructure,XLK
BKKT,Technology,Software - Infrastructure,XLK
DMRC,Technology,Software - Application,XLK
IIIV,Technology,Software - Infrastructure,XLK
EGAN,Technology,Software - Application,XLK
ACMR,Technology,Semiconductor Equipment & Materials,XLK
MAPS,Technology,Software - Application,XLK
CTS,Technology,Electronic Components,XLK
AIP,Technology,Semiconductors,XLK
CRCT,Technology,Computer Hardware,XLK
DOCN,Technology,Software - Infrastructure,XLK
III,Technology,Information Technology Services,XLK
FEIM,Technology,Communication Equipment,XLK
ACIW,Technology,Software - Infrastructure,XLK
INDI,Technology,Semiconductor Equipment & Materials,XLK
CVLT,Technology,Software - Application,XLK
BOX,Technology,Software - Infrastructure,XLK
CRDO,Technology,Semiconductors,XLK
FRSH,Technology,Software - Application,XLK
HCKT,Technology,Information Technology Services,XLK
EGHT,Technology,Software - Application,XLK
ACLS,Technology,Semiconductor Equipment & Materials,XLK
GDYN,Technology,Information Technology Services,XLK
CWAN,Technology,Software - Application,XLK
AVPT,Technology,Software - Infrastructure,XLK
DSP,Technology,Software - Application,XLK
FSLY,Technology,Software - Application,XLK
CLFD,Technology,Communication Equipment,XLK
CNDT,Technology,Information Technology Services,XLK
APPN,Technology,Software - Infrastructure,XLK
HLIT,Technology,Communication Equipment,XLK
CCSI,Technology,Software - Infrastructure,XLK
CXM,Technology,Software - Application,XLK
CRNC,Technology,Software - Application,XLK
EVCM,Technology,Software - Infrastructure,XLK
CLMB,Technology,Electronics & Computer Distribution,XLK
CMRC,Technology,Software - Application,XLK
APPS,Technology,Software - Application,XLK
DGII,Technology,Communication Equipment,XLK
CCRD,Technology,Software - Application,XLK
DAKT,Technology,Electronic Components,XLK
FLYW,Technology,Software - Infrastructure,XLK
EVTC,Technology,Software - Infrastructure,XLK
DDD,Technology,Computer Hardware,XLK
MVIS,Technology,Scientific & Technical Instruments,XLK
CORZ,Technology,Software - Infrastructure,XLK
DIOD,Technology,Semiconductors,XLK
BLZE,Technology,Software - Infrastructure,XLK
IMXI,Technology,Software - Infrastructure,XLK
ESE,Technology,Scientific & Technical Instruments,XLK
CEVA,Technology,Semiconductors,XLK
DBD,Technology,Software - Application,XLK
IMMR,Technology,Software - Application,XLK
DJCO,Technology,Software - Application,XLK
BHE,Technology,Electronic Components,XLK
AI,Technology,Software - Infrastructure,XLK
ILLR,Technology,Software - Application,XLK
CRSR,Technology,Computer Hardware,XLK
CSGS,Technology,Software - Infrastructure,XLK
DAVE,Technology,Software - Application,XLK
GCT,Technology,Software - Infrastructure,XLK
COMM,Technology,Communication Equipment,XLK
CALX,Technology,Software - Infrastructure,XLK
ATOM,Technology,Semiconductor Equipment & Materials,XLK
CSPI,Technology,Information Technology Services,XLK
KULR,Technology,Electronic Components,XLK
AMPL,Technology,Software - Application,XLK
BBAI,Technology,Information Technology Services,XLK
CTLP,Technology,Software - Infrastructure,XLK
COHU,Technology,Semiconductor Equipment & Materials,XLK
BMI,Technology,Scientific & Technical Instruments,XLK
AGYS,Technology,Software - Application,XLK
ATEN,Technology,Software - Infrastructure,XLK
CNXN,Technology,Electronics & Computer Distribution,XLK
ASUR,Technology,Software - Application,XLK
APLD,Technology,Information Technology Services,XLK
BDC,Technology,Communication Equipment,XLK
BL,Technology,Software - Application,XLK
BELFB,Technology,Electronic Components,XLK
BTDR,Technology,Software - Application,XLK
BLKB,Technology,Software - Application,XLK
AOSL,Technology,Semiconductors,XLK
BLND,Technology,Software - Application,XLK
AAOI,Technology,Communication Equipment,XLK
BKTI,Technology,Communication Equipment,XLK
AVDX,Technology,Software - Infrastructure,XLK
CWCO,Utilities,Utilities - Regulated Water,XLU
GNE,Utilities,Utilities - Regulated Electric,XLU
CPK,Utilities,Utilities - Regulated Gas,XLU
HE,Utilities,Utilities - Regulated Electric,XLU
NXXT,Utilities,Utilities - Renewable,XLU
ARIS,Utilities,Utilities - Regulated Water,XLU
CTRI,Utilities,Utilities - Regulated Gas,XLU
AVA,Utilities,Utilities - Diversified,XLU
CWT,Utilities,Utilities - Regulated Water,XLU
BIPC,Utilities,Utilities - Regulated Gas,XLU
YORW,Utilities,Utilities - Regulated Water,XLU
NJR,Utilities,Utilities - Regulated Gas,XLU
AWR,Utilities,Utilities - Regulated Water,XLU
HTO,Utilities,Utilities - Regulated Water,XLU
MGEE,Utilities,Utilities - Regulated Electric,XLU
CDZI,Utilities,Utilities - Regulated Water,XLU
ALE,Utilities,Utilities - Diversified,XLU
BKH,Utilities,Utilities - Regulated Gas,XLU
SWX,Utilities,Utilities - Regulated Gas,XLU
VGAS,Utilities,Utilities - Renewable,XLU
GWRS,Utilities,Utilities - Regulated Water,XLU
