Ticker,Sector,SubIndustry,SectorIndex
BANR,Financial,Banks - Regional,XLF
BCML,Financial,Banks - Regional,XLF
LDI,Financial,Mortgage Finance,XLF
FCFS,Financial,Credit Services,XLF
FCF,Financial,Banks - Regional,XLF
CRVL,Financial,Insurance Brokers,XLF
MBCN,Financial,Banks - Regional,XLF
CWBC,Financial,Banks - Regional,XLF
BANC,Financial,Banks - Regional,XLF
BY,Financial,Banks - Regional,XLF
MFIN,Financial,Credit Services,XLF
FDBC,Financial,Banks - Regional,XLF
FBIZ,Financial,Banks - Regional,XLF
CBU,Financial,Banks - Regional,XLF
MBI,Financial,Insurance - Specialty,XLF
CVBF,Financial,Banks - Regional,XLF
AMBC,Financial,Insurance - Specialty,XLF
COFS,Financial,Banks - Regional,XLF
NECB,Financial,Banks - Regional,XLF
FVCB,Financial,Banks - Regional,XLF
FBK,Financial,Banks - Regional,XLF
CRD-A,Financial,Insurance Brokers,XLF
MBIN,Financial,Banks - Regional,XLF
CUBI,Financial,Banks - Regional,XLF
ALRS,Financial,Banks - Regional,XLF
BETR,Financial,Mortgage Finance,XLF
NEWT,Financial,Banks - Regional,XLF
FXNC,Financial,Banks - Regional,XLF
FBLA,Financial,Banks - Regional,XLF
CCB,Financial,Banks - Regional,XLF
HMN,Financial,Insurance - Property & Casualty,XLF
BLX,Financial,Banks - Regional,XLF
ALTI,Financial,Asset Management,XLF
BUR,Financial,Asset Management,XLF
NFBK,Financial,Banks - Regional,XLF
GABC,Financial,Banks - Regional,XLF
FBNC,Financial,Banks - Regional,XLF
CCBG,Financial,Banks - Regional,XLF
HMST,Financial,Banks - Regional,XLF
CCNE,Financial,Banks - Regional,XLF
AMAL,Financial,Banks - Regional,XLF
BUSE,Financial,Banks - Regional,XLF
NIC,Financial,Banks - Regional,XLF
HBNC,Financial,Banks - Regional,XLF
FBP,Financial,Banks - Regional,XLF
CBNA,Financial,Banks - Regional,XLF
INDB,Financial,Banks - Regional,XLF
BLFY,Financial,Banks - Regional,XLF
EGBN,Financial,Banks - Regional,XLF
BVFL,Financial,Banks - Regional,XLF
ORRF,Financial,Banks - Regional,XLF
HBT,Financial,Banks - Regional,XLF
FUNC,Financial,Banks - Regional,XLF
CBNK,Financial,Banks - Regional,XLF
HNVR,Financial,Banks - Regional,XLF
BKU,Financial,Banks - Regional,XLF
EFSC,Financial,Banks - Regional,XLF
BWB,Financial,Banks - Regional,XLF
OSBC,Financial,Banks - Regional,XLF
HBCP,Financial,Banks - Regional,XLF
FULT,Financial,Banks - Regional,XLF
CASH,Financial,Banks - Regional,XLF
HOMB,Financial,Banks - Regional,XLF
AGM,Financial,Credit Services,XLF
EFSI,Financial,Banks - Regional,XLF
BWFG,Financial,Banks - Regional,XLF
IBCP,Financial,Banks - Regional,XLF
HCI,Financial,Insurance - Property & Casualty,XLF
BOW,Financial,Insurance - Property & Casualty,XLF
CATY,Financial,Banks - Regional,XLF
HONE,Financial,Banks - Regional,XLF
AUB,Financial,Banks - Regional,XLF
CNS,Financial,Asset Management,XLF
BWIN,Financial,Insurance Brokers,XLF
ITIC,Financial,Insurance - Specialty,XLF
HASI,Financial,Asset Management,XLF
BOH,Financial,Banks - Regional,XLF
CBAN,Financial,Banks - Regional,XLF
HOPE,Financial,Banks - Regional,XLF
CIVB,Financial,Banks - Regional,XLF
CNO,Financial,Insurance - Life,XLF
CBFV,Financial,Banks - Regional,XLF
LARK,Financial,Banks - Regional,XLF
CLBK,Financial,Banks - Regional,XLF
BPRN,Financial,Banks - Regional,XLF
ESNT,Financial,Insurance - Specialty,XLF
FIBK,Financial,Banks - Regional,XLF
DBRG,Financial,Asset Management,XLF
CNOB,Financial,Banks - Regional,XLF
ESQ,Financial,Banks - Regional,XLF
GSBC,Financial,Banks - Regional,XLF
CLSK,Financial,Capital Markets,XLF
BRBS,Financial,Banks - Regional,XLF
FMAO,Financial,Banks - Regional,XLF
FFWM,Financial,Banks - Regional,XLF
DCOM,Financial,Banks - Regional,XLF
BSRR,Financial,Banks - Regional,XLF
FMBH,Financial,Banks - Regional,XLF
GSHD,Financial,Insurance Brokers,XLF
APAM,Financial,Asset Management,XLF
AX,Financial,Banks - Regional,XLF
FMNB,Financial,Banks - Regional,XLF
FG,Financial,Insurance - Life,XLF
BCAL,Financial,Banks - Regional,XLF
BSVN,Financial,Banks - Regional,XLF
GLRE,Financial,Insurance - Reinsurance,XLF
FRAF,Financial,Banks - Regional,XLF
BTBT,Financial,Capital Markets,XLF
CHMG,Financial,Banks - Regional,XLF
GNTY,Financial,Banks - Regional,XLF
FISI,Financial,Banks - Regional,XLF
BBUC,Financial,Asset Management,XLF
MVBF,Financial,Banks - Regional,XLF
GNW,Financial,Insurance - Life,XLF
FRBA,Financial,Banks - Regional,XLF
BCBP,Financial,Banks - Regional,XLF
CHCO,Financial,Banks - Regional,XLF
HUT,Financial,Capital Markets,XLF
DHIL,Financial,Asset Management,XLF
ABCB,Financial,Banks - Regional,XLF
INBK,Financial,Banks - Regional,XLF
ISTR,Financial,Banks - Regional,XLF
FSUN,Financial,Banks - Regional,XLF
AAMI,Financial,Asset Management,XLF
BRKL,Financial,Banks - Regional,XLF
HWBK,Financial,Banks - Regional,XLF
FIHL,Financial,Insurance - Diversified,XLF
HWC,Financial,Banks - Regional,XLF
JRVR,Financial,Insurance - Specialty,XLF
MCY,Financial,Insurance - Property & Casualty,XLF
FRGE,Financial,Capital Markets,XLF
CIA,Financial,Insurance - Life,XLF
FINW,Financial,Banks - Regional,XLF
JXN,Financial,Insurance - Life,XLF
FRME,Financial,Banks - Regional,XLF
CIFR,Financial,Capital Markets,XLF
ENVA,Financial,Credit Services,XLF
FFBC,Financial,Banks - Regional,XLF
FRST,Financial,Banks - Regional,XLF
CZFS,Financial,Banks - Regional,XLF
CPF,Financial,Banks - Regional,XLF
FFIC,Financial,Banks - Regional,XLF
FSBC,Financial,Banks - Regional,XLF
CZNC,Financial,Banks - Regional,XLF
BHRB,Financial,Banks - Regional,XLF
FFIN,Financial,Banks - Regional,XLF
FSBW,Financial,Banks - Regional,XLF
CZWI,Financial,Banks - Regional,XLF
CARE,Financial,Banks - Regional,XLF
GBCI,Financial,Banks - Regional,XLF
FSFG,Financial,Banks - Regional,XLF
GBFH,Financial,Banks - Regional,XLF
CPSS,Financial,Credit Services,XLF
GDOT,Financial,Credit Services,XLF
ATLO,Financial,Banks - Regional,XLF
GCMG,Financial,Asset Management,XLF
DGICA,Financial,Insurance - Property & Casualty,XLF
HIPO,Financial,Insurance - Property & Casualty,XLF
ATLC,Financial,Credit Services,XLF
HFWA,Financial,Banks - Regional,XLF
CAC,Financial,Banks - Regional,XLF
HG,Financial,Insurance - Reinsurance,XLF
BMRC,Financial,Banks - Regional,XLF
GCBC,Financial,Banks - Regional,XLF
CADE,Financial,Banks - Regional,XLF
HIFS,Financial,Banks - Regional,XLF
CFBK,Financial,Banks - Regional,XLF
BFST,Financial,Banks - Regional,XLF
CFFI,Financial,Banks - Regional,XLF
BGC,Financial,Capital Markets,XLF
CFFN,Financial,Banks - Regional,XLF
BHB,Financial,Banks - Regional,XLF
CTBI,Financial,Banks - Regional,XLF
BHLB,Financial,Banks - Regional,XLF
BFC,Financial,Banks - Regional,XLF
BFH,Financial,Credit Services,XLF
BFIN,Financial,Banks - Regional,XLF
AMSF,Financial,Insurance - Specialty,XLF
AMTB,Financial,Banks - Regional,XLF
AMRK,Financial,Capital Markets,XLF
AUPH,Healthcare,Biotechnology,XLV
CYH,Healthcare,Medical Care Facilities,XLV
BVS,Healthcare,Medical Devices,XLV
CTEV,Healthcare,Health Information Services,XLV
AARD,Healthcare,Biotechnology,XLV
IKT,Healthcare,Biotechnology,XLV
MD,Healthcare,Medical Care Facilities,XLV
AMRX,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
AURA,Healthcare,Biotechnology,XLV
CYTK,Healthcare,Biotechnology,XLV
BEAM,Healthcare,Biotechnology,XLV
CTKB,Healthcare,Medical Devices,XLV
ABEO,Healthcare,Biotechnology,XLV
IMNM,Healthcare,Biotechnology,XLV
MDGL,Healthcare,Biotechnology,XLV
AMLX,Healthcare,Biotechnology,XLV
ATXS,Healthcare,Biotechnology,XLV
CHRS,Healthcare,Biotechnology,XLV
BCRX,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
CSTL,Healthcare,Diagnostics & Research,XLV
AORT,Healthcare,Medical Devices,XLV
IMVT,Healthcare,Biotechnology,XLV
KYMR,Healthcare,Biotechnology,XLV
AMN,Healthcare,Medical Care Facilities,XLV
ATYR,Healthcare,Biotechnology,XLV
AXGN,Healthcare,Medical Devices,XLV
COGT,Healthcare,Biotechnology,XLV
CGEM,Healthcare,Biotechnology,XLV
ANGO,Healthcare,Medical Instruments & Supplies,XLV
FENC,Healthcare,Biotechnology,XLV
KURA,Healthcare,Biotechnology,XLV
AMPH,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
ATRC,Healthcare,Medical Instruments & Supplies,XLV
AXSM,Healthcare,Biotechnology,XLV
COLL,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
CGON,Healthcare,Biotechnology,XLV
ANIK,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
JYNT,Healthcare,Medical Care Facilities,XLV
KRYS,Healthcare,Biotechnology,XLV
ANAB,Healthcare,Biotechnology,XLV
AGIO,Healthcare,Biotechnology,XLV
AVR,Healthcare,Medical Instruments & Supplies,XLV
ARCT,Healthcare,Biotechnology,XLV
BNTC,Healthcare,Biotechnology,XLV
ANIP,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
LQDA,Healthcare,Biotechnology,XLV
KROS,Healthcare,Biotechnology,XLV
BFLY,Healthcare,Medical Devices,XLV
AGL,Healthcare,Medical Care Facilities,XLV
AVXL,Healthcare,Biotechnology,XLV
ARDT,Healthcare,Medical Care Facilities,XLV
ATEC,Healthcare,Medical Devices,XLV
ANNX,Healthcare,Biotechnology,XLV
KALV,Healthcare,Biotechnology,XLV
KRRO,Healthcare,Biotechnology,XLV
CADL,Healthcare,Biotechnology,XLV
AHCO,Healthcare,Medical Devices,XLV
ALDX,Healthcare,Biotechnology,XLV
ARDX,Healthcare,Biotechnology,XLV
ASTH,Healthcare,Medical Care Facilities,XLV
BCAX,Healthcare,Biotechnology,XLV
LRMR,Healthcare,Biotechnology,XLV
IRMD,Healthcare,Medical Devices,XLV
CPRX,Healthcare,Biotechnology,XLV
AVBP,Healthcare,Biotechnology,XLV
AKRO,Healthcare,Biotechnology,XLV
ACRS,Healthcare,Biotechnology,XLV
EVH,Healthcare,Health Information Services,XLV
BBIO,Healthcare,Biotechnology,XLV
LUCD,Healthcare,Medical Devices,XLV
IRON,Healthcare,Biotechnology,XLV
DH,Healthcare,Health Information Services,XLV
AVDL,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
ALEC,Healthcare,Biotechnology,XLV
ACTU,Healthcare,Biotechnology,XLV
DNTH,Healthcare,Biotechnology,XLV
BBNX,Healthcare,Medical Devices,XLV
LUNG,Healthcare,Medical Devices,XLV
IRTC,Healthcare,Medical Devices,XLV
CAPR,Healthcare,Biotechnology,XLV
AVAH,Healthcare,Medical Care Facilities,XLV
AVIR,Healthcare,Biotechnology,XLV
AQST,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
DRUG,Healthcare,Biotechnology,XLV
APGE,Healthcare,Biotechnology,XLV
MTSR,Healthcare,Biotechnology,XLV
IRWD,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
BHVN,Healthcare,Biotechnology,XLV
BLFS,Healthcare,Medical Instruments & Supplies,XLV
AVNS,Healthcare,Medical Devices,XLV
ARAY,Healthcare,Medical Devices,XLV
DNA,Healthcare,Biotechnology,XLV
DCTH,Healthcare,Medical Devices,XLV
MXCT,Healthcare,Medical Devices,XLV
KRMD,Healthcare,Medical Instruments & Supplies,XLV
ENSG,Healthcare,Medical Care Facilities,XLV
CCRN,Healthcare,Medical Care Facilities,XLV
AIRS,Healthcare,Medical Care Facilities,XLV
ABSI,Healthcare,Biotechnology,XLV
DNLI,Healthcare,Biotechnology,XLV
DCGO,Healthcare,Medical Care Facilities,XLV
OABI,Healthcare,Biotechnology,XLV
HUMA,Healthcare,Biotechnology,XLV
ENTA,Healthcare,Biotechnology,XLV
CDNA,Healthcare,Diagnostics & Research,XLV
AKBA,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
ABUS,Healthcare,Biotechnology,XLV
IART,Healthcare,Medical Devices,XLV
ELDN,Healthcare,Biotechnology,XLV
CMPX,Healthcare,Biotechnology,XLV
HURA,Healthcare,Biotechnology,XLV
ENOV,Healthcare,Medical Devices,XLV
CDTX,Healthcare,Biotechnology,XLV
ICUI,Healthcare,Medical Instruments & Supplies,XLV
ACAD,Healthcare,Biotechnology,XLV
LAB,Healthcare,Medical Devices,XLV
ELMD,Healthcare,Medical Devices,XLV
CNMD,Healthcare,Medical Devices,XLV
GLSI,Healthcare,Biotechnology,XLV
FHTX,Healthcare,Biotechnology,XLV
CDXS,Healthcare,Biotechnology,XLV
GYRE,Healthcare,Biotechnology,XLV
ACLX,Healthcare,Biotechnology,XLV
ITOS,Healthcare,Biotechnology,XLV
CLPT,Healthcare,Medical Devices,XLV
DERM,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
GLUE,Healthcare,Biotechnology,XLV
GERN,Healthcare,Biotechnology,XLV
CERS,Healthcare,Medical Devices,XLV
HAE,Healthcare,Medical Devices,XLV
HRMY,Healthcare,Biotechnology,XLV
ITGR,Healthcare,Medical Devices,XLV
DAWN,Healthcare,Biotechnology,XLV
EHAB,Healthcare,Medical Care Facilities,XLV
ESPR,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
INBX,Healthcare,Biotechnology,XLV
CELC,Healthcare,Biotechnology,XLV
IDYA,Healthcare,Biotechnology,XLV
HROW,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
OSCR,Healthcare,Healthcare Plans,XLV
BTMD,Healthcare,Medical Care Facilities,XLV
ALT,Healthcare,Biotechnology,XLV
ETNB,Healthcare,Biotechnology,XLV
GH,Healthcare,Diagnostics & Research,XLV
CVRX,Healthcare,Medical Devices,XLV
DYN,Healthcare,Biotechnology,XLV
HSTM,Healthcare,Health Information Services,XLV
NHC,Healthcare,Medical Care Facilities,XLV
BTSG,Healthcare,Health Information Services,XLV
ALKS,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
ETON,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
MAZE,Healthcare,Biotechnology,XLV
LIVN,Healthcare,Medical Devices,XLV
FATE,Healthcare,Biotechnology,XLV
INVA,Healthcare,Biotechnology,XLV
MGTX,Healthcare,Biotechnology,XLV
CLDX,Healthcare,Biotechnology,XLV
ALHC,Healthcare,Healthcare Plans,XLV
DVAX,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
MASS,Healthcare,Medical Devices,XLV
MLYS,Healthcare,Biotechnology,XLV
FTRE,Healthcare,Biotechnology,XLV
KOD,Healthcare,Biotechnology,XLV
NGNE,Healthcare,Biotechnology,XLV
CLOV,Healthcare,Healthcare Plans,XLV
ALLO,Healthcare,Biotechnology,XLV
CRNX,Healthcare,Biotechnology,XLV
KIDS,Healthcare,Medical Devices,XLV
MMSI,Healthcare,Medical Instruments & Supplies,XLV
FULC,Healthcare,Biotechnology,XLV
IOVA,Healthcare,Biotechnology,XLV
NEO,Healthcare,Diagnostics & Research,XLV
HCSG,Healthcare,Medical Care Facilities,XLV
ALMS,Healthcare,Biotechnology,XLV
CRSP,Healthcare,Biotechnology,XLV
INNV,Healthcare,Medical Care Facilities,XLV
MNKD,Healthcare,Biotechnology,XLV
LFCR,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
LXEO,Healthcare,Biotechnology,XLV
NEOG,Healthcare,Diagnostics & Research,XLV
HCAT,Healthcare,Health Information Services,XLV
AZTA,Healthcare,Medical Instruments & Supplies,XLV
CATX,Healthcare,Medical Devices,XLV
INDV,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
MNMD,Healthcare,Biotechnology,XLV
LFMD,Healthcare,Health Information Services,XLV
KMTS,Healthcare,Medical Instruments & Supplies,XLV
PLX,Healthcare,Biotechnology,XLV
FDMT,Healthcare,Biotechnology,XLV
VYGR,Healthcare,Biotechnology,XLV
CBLL,Healthcare,Medical Devices,XLV
INGN,Healthcare,Medical Devices,XLV
MNPR,Healthcare,Biotechnology,XLV
LFST,Healthcare,Medical Care Facilities,XLV
FLGT,Healthcare,Diagnostics & Research,XLV
OSUR,Healthcare,Medical Instruments & Supplies,XLV
ELVN,Healthcare,Biotechnology,XLV
ZBIO,Healthcare,Biotechnology,XLV
CRDF,Healthcare,Biotechnology,XLV
INMB,Healthcare,Biotechnology,XLV
IBRX,Healthcare,Biotechnology,XLV
LENZ,Healthcare,Biotechnology,XLV
ERAS,Healthcare,Biotechnology,XLV
PLSE,Healthcare,Medical Instruments & Supplies,XLV
EMBC,Healthcare,Medical Instruments & Supplies,XLV
ZIMV,Healthcare,Medical Devices,XLV
CRGX,Healthcare,Biotechnology,XLV
VRDN,Healthcare,Biotechnology,XLV
GOSS,Healthcare,Biotechnology,XLV
JANX,Healthcare,Biotechnology,XLV
DMAC,Healthcare,Biotechnology,XLV
RAPP,Healthcare,Biotechnology,XLV
LMAT,Healthcare,Medical Instruments & Supplies,XLV
OCUL,Healthcare,Biotechnology,XLV
CRVS,Healthcare,Biotechnology,XLV
VSTM,Healthcare,Biotechnology,XLV
GRDN,Healthcare,Medical Care Facilities,XLV
MIRM,Healthcare,Biotechnology,XLV
EOLS,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
QTRX,Healthcare,Medical Devices,XLV
LNSR,Healthcare,Medical Devices,XLV
PINC,Healthcare,Health Information Services,XLV
DSGN,Healthcare,Biotechnology,XLV
YMAB,Healthcare,Biotechnology,XLV
JBIO,Healthcare,Biotechnology,XLV
NPCE,Healthcare,Medical Devices,XLV
HRTX,Healthcare,Biotechnology,XLV
SCPH,Healthcare,Biotechnology,XLV
LNTH,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
QSI,Healthcare,Medical Devices,XLV
CRMD,Healthcare,Biotechnology,XLV
VREX,Healthcare,Medical Devices,XLV
LGND,Healthcare,Biotechnology,XLV
NRC,Healthcare,Health Information Services,XLV
HQY,Healthcare,Health Information Services,XLV
VCYT,Healthcare,Diagnostics & Research,XLV
NKTX,Healthcare,Biotechnology,XLV
SANA,Healthcare,Biotechnology,XLV
ARVN,Healthcare,Biotechnology,XLV
SION,Healthcare,Biotechnology,XLV
EDIT,Healthcare,Biotechnology,XLV
TGTX,Healthcare,Biotechnology,XLV
CON,Healthcare,Medical Care Facilities,XLV
VCEL,Healthcare,Biotechnology,XLV
TRDA,Healthcare,Biotechnology,XLV
TBPH,Healthcare,Biotechnology,XLV
ARWR,Healthcare,Biotechnology,XLV
SIGA,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
EBS,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
SLS,Healthcare,Biotechnology,XLV
GKOS,Healthcare,Medical Devices,XLV
VERA,Healthcare,Biotechnology,XLV
TRML,Healthcare,Biotechnology,XLV
TBRG,Healthcare,Health Information Services,XLV
ARQT,Healthcare,Biotechnology,XLV
TWST,Healthcare,Diagnostics & Research,XLV
FOLD,Healthcare,Biotechnology,XLV
SLNO,Healthcare,Biotechnology,XLV
TECX,Healthcare,Biotechnology,XLV
TNGX,Healthcare,Biotechnology,XLV
XENE,Healthcare,Biotechnology,XLV
TCMD,Healthcare,Medical Devices,XLV
BKD,Healthcare,Medical Care Facilities,XLV
TXG,Healthcare,Health Information Services,XLV
EWTX,Healthcare,Biotechnology,XLV
SLP,Healthcare,Health Information Services,XLV
WAY,Healthcare,Health Information Services,XLV
SNWV,Healthcare,Medical Devices,XLV
XERS,Healthcare,Biotechnology,XLV
TYRA,Healthcare,Biotechnology,XLV
BIOA,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
SVRA,Healthcare,Biotechnology,XLV
EYPT,Healthcare,Biotechnology,XLV
RYTM,Healthcare,Biotechnology,XLV
UPB,Healthcare,Biotechnology,XLV
TNXP,Healthcare,Biotechnology,XLV
VIR,Healthcare,Biotechnology,XLV
TARA,Healthcare,Biotechnology,XLV
ADPT,Healthcare,Biotechnology,XLV
SYRE,Healthcare,Biotechnology,XLV
GRAL,Healthcare,Diagnostics & Research,XLV
RZLT,Healthcare,Biotechnology,XLV
ZYME,Healthcare,Biotechnology,XLV
TOI,Healthcare,Medical Care Facilities,XLV
NNOX,Healthcare,Medical Devices,XLV
TARS,Healthcare,Biotechnology,XLV
ADCT,Healthcare,Biotechnology,XLV
TVGN,Healthcare,Biotechnology,XLV
TRVI,Healthcare,Biotechnology,XLV
NRIX,Healthcare,Biotechnology,XLV
ZVRA,Healthcare,Biotechnology,XLV
TNDM,Healthcare,Medical Devices,XLV
PACB,Healthcare,Medical Devices,XLV
TALK,Healthcare,Health Information Services,XLV
ADMA,Healthcare,Biotechnology,XLV
TVRD,Healthcare,Biotechnology,XLV
SUPN,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
PBYI,Healthcare,Biotechnology,XLV
WEAV,Healthcare,Health Information Services,XLV
SMLR,Healthcare,Medical Devices,XLV
MRVI,Healthcare,Biotechnology,XLV
UFPT,Healthcare,Medical Devices,XLV
ADUS,Healthcare,Medical Care Facilities,XLV
TVTX,Healthcare,Biotechnology,XLV
STXS,Healthcare,Medical Instruments & Supplies,XLV
PBH,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
PDEX,Healthcare,Medical Instruments & Supplies,XLV
SMTI,Healthcare,Medical Instruments & Supplies,XLV
PAHC,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
RXRX,Healthcare,Biotechnology,XLV
MYGN,Healthcare,Diagnostics & Research,XLV
PRTA,Healthcare,Biotechnology,XLV
VMD,Healthcare,Medical Devices,XLV
RXST,Healthcare,Medical Devices,XLV
PCVX,Healthcare,Biotechnology,XLV
SNDA,Healthcare,Medical Care Facilities,XLV
PACS,Healthcare,Medical Care Facilities,XLV
PVLA,Healthcare,Biotechnology,XLV
MYO,Healthcare,Medical Devices,XLV
PRME,Healthcare,Biotechnology,XLV
TSHA,Healthcare,Biotechnology,XLV
PCRX,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
NUTX,Healthcare,Medical Care Facilities,XLV
SNDX,Healthcare,Biotechnology,XLV
PTGX,Healthcare,Biotechnology,XLV
URGN,Healthcare,Biotechnology,XLV
MDWD,Healthcare,Biotechnology,XLV
RGNX,Healthcare,Biotechnology,XLV
SDGR,Healthcare,Health Information Services,XLV
WGS,Healthcare,Diagnostics & Research,XLV
NUVB,Healthcare,Biotechnology,XLV
WRBY,Healthcare,Medical Instruments & Supplies,XLV
PSNL,Healthcare,Diagnostics & Research,XLV
PRVA,Healthcare,Health Information Services,XLV
MDXG,Healthcare,Biotechnology,XLV
WVE,Healthcare,Biotechnology,XLV
REPL,Healthcare,Biotechnology,XLV
RLAY,Healthcare,Biotechnology,XLV
NUVL,Healthcare,Biotechnology,XLV
RIGL,Healthcare,Biotechnology,XLV
PTCT,Healthcare,Biotechnology,XLV
SIBN,Healthcare,Medical Devices,XLV
NAGE,Healthcare,Biotechnology,XLV
OFIX,Healthcare,Medical Devices,XLV
SEM,Healthcare,Medical Care Facilities,XLV
MBX,Healthcare,Biotechnology,XLV
NVAX,Healthcare,Biotechnology,XLV
OM,Healthcare,Medical Devices,XLV
RNA,Healthcare,Biotechnology,XLV
OMCL,Healthcare,Health Information Services,XLV
RCEL,Healthcare,Medical Devices,XLV
OMER,Healthcare,Biotechnology,XLV
STOK,Healthcare,Biotechnology,XLV
OMI,Healthcare,Medical Distribution,XLV
NVCR,Healthcare,Medical Devices,XLV
OLMA,Healthcare,Biotechnology,XLV
RNAC,Healthcare,Biotechnology,XLV
RCKT,Healthcare,Biotechnology,XLV
OPRX,Healthcare,Health Information Services,XLV
NVCT,Healthcare,Biotechnology,XLV
STIM,Healthcare,Medical Devices,XLV
RCUS,Healthcare,Biotechnology,XLV
ORGO,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
NTLA,Healthcare,Biotechnology,XLV
STAA,Healthcare,Medical Instruments & Supplies,XLV
SEPN,Healthcare,Biotechnology,XLV
ORIC,Healthcare,Biotechnology,XLV
QDEL,Healthcare,Medical Devices,XLV
SLDB,Healthcare,Biotechnology,XLV
RDNT,Healthcare,Diagnostics & Research,XLV
ORKA,Healthcare,Biotechnology,XLV
SPOK,Healthcare,Health Information Services,XLV
PNTG,Healthcare,Medical Care Facilities,XLV
PGEN,Healthcare,Biotechnology,XLV
OPK,Healthcare,Diagnostics & Research,XLV
SPRY,Healthcare,Biotechnology,XLV
OPCH,Healthcare,Medical Care Facilities,XLV
PGNY,Healthcare,Healthcare Plans,XLV
PRAX,Healthcare,Biotechnology,XLV
TDOC,Healthcare,Health Information Services,XLV
PRCT,Healthcare,Medical Devices,XLV
PHLT,Healthcare,Health Information Services,XLV
XOMA,Healthcare,Biotechnology,XLV
TERN,Healthcare,Biotechnology,XLV
VNDA,Healthcare,Biotechnology,XLV
PHR,Healthcare,Health Information Services,XLV
PHAT,Healthcare,Biotechnology,XLV
SGHT,Healthcare,Medical Devices,XLV
SGRY,Healthcare,Medical Care Facilities,XLV
SRDX,Healthcare,Medical Devices,XLV
SRRK,Healthcare,Biotechnology,XLV
UTMD,Healthcare,Medical Instruments & Supplies,XLV
TKNO,Healthcare,Drug Manufacturers - Specialty & Generic,XLV
USPH,Healthcare,Medical Care Facilities,XLV
TLSI,Healthcare,Medical Devices,XLV
TMCI,Healthcare,Medical Devices,XLV
TMDX,Healthcare,Medical Devices,XLV
XNCR,Healthcare,Biotechnology,XLV
TBI,Industrials,Staffing & Employment Services,XLI
SKYW,Industrials,Airlines,XLI
WTS,Industrials,Specialty Industrial Machinery,XLI
TEX,Industrials,Farm & Heavy Construction Machinery,XLI
WLDN,Industrials,Engineering & Construction,XLI
REVG,Industrials,Farm & Heavy Construction Machinery,XLI
OFLX,Industrials,Specialty Industrial Machinery,XLI
XMTR,Industrials,Specialty Industrial Machinery,XLI
SATL,Industrials,Aerospace & Defense,XLI
SKYX,Industrials,Electrical Equipment & Parts,XLI
SNCY,Industrials,Airlines,XLI
TE,Industrials,Electrical Equipment & Parts,XLI
WLFC,Industrials,Rental & Leasing Services,XLI
PRG,Industrials,Rental & Leasing Services,XLI
RLGT,Industrials,Integrated Freight & Logistics,XLI
TITN,Industrials,Industrial Distribution,XLI
SB,Industrials,Marine Shipping,XLI
ROAD,Industrials,Engineering & Construction,XLI
TNET,Industrials,Staffing & Employment Services,XLI
SPIR,Industrials,Specialty Business Services,XLI
WNC,Industrials,Farm & Heavy Construction Machinery,XLI
POWL,Industrials,Electrical Equipment & Parts,XLI
RHLD,Industrials,Specialty Business Services,XLI
RDW,Industrials,Aerospace & Defense,XLI
SBC,Industrials,Consulting Services,XLI
ROCK,Industrials,Building Products & Equipment,XLI
TNC,Industrials,Specialty Industrial Machinery,XLI
PESI,Industrials,Waste Management,XLI
PBI,Industrials,Integrated Freight & Logistics,XLI
POWW,Industrials,Aerospace & Defense,XLI
RGP,Industrials,Consulting Services,XLI
SPXC,Industrials,Building Products & Equipment,XLI
PKE,Industrials,Aerospace & Defense,XLI
PSIX,Industrials,Specialty Industrial Machinery,XLI
TPC,Industrials,Engineering & Construction,XLI
RR,Industrials,Specialty Industrial Machinery,XLI
NSP,Industrials,Staffing & Employment Services,XLI
STRL,Industrials,Engineering & Construction,XLI
RGR,Industrials,Aerospace & Defense,XLI
SFL,Industrials,Marine Shipping,XLI
PKOH,Industrials,Specialty Industrial Machinery,XLI
